scan_index,split,laz_relative_path_original,laz_relative_path_normalized,acquisition_folder,laz_filename
4004,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_39+550_39+600.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_39+550_39+600.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_39+550_39+600.laz
4005,valid,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_39+600_39+650.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_39+600_39+650.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_39+600_39+650.laz
4006,test,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_39+650_39+700.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_39+650_39+700.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_39+650_39+700.laz
4007,valid,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_39+700_39+750.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_39+700_39+750.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_39+700_39+750.laz
4008,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_39+750_39+800.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_39+750_39+800.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_39+750_39+800.laz
4009,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_39+800_39+850.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_39+800_39+850.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_39+800_39+850.laz
4010,test,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_39+850_39+900.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_39+850_39+900.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_39+850_39+900.laz
4011,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_39+900_39+950.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_39+900_39+950.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_39+900_39+950.laz
4012,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_39+950_40+000.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_39+950_40+000.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_39+950_40+000.laz
4013,valid,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_40+000_40+050.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_40+000_40+050.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_40+000_40+050.laz
4014,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_40+050_40+100.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_40+050_40+100.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_40+050_40+100.laz
4015,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_40+100_40+150.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_40+100_40+150.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_40+100_40+150.laz
4016,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_40+150_40+200.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_40+150_40+200.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_40+150_40+200.laz
4017,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_40+200_40+250.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_40+200_40+250.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_40+200_40+250.laz
4018,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_40+250_40+300.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_40+250_40+300.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_40+250_40+300.laz
4019,test,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_40+300_40+350.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_40+300_40+350.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_40+300_40+350.laz
4020,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_40+350_40+400.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_40+350_40+400.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_40+350_40+400.laz
4021,valid,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_40+400_40+450.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_40+400_40+450.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_40+400_40+450.laz
4022,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_40+450_40+500.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_40+450_40+500.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_40+450_40+500.laz
4023,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_40+500_40+550.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_40+500_40+550.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_40+500_40+550.laz
4024,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_40+550_40+600.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_40+550_40+600.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_40+550_40+600.laz
4025,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_40+600_40+650.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_40+600_40+650.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_40+600_40+650.laz
4026,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_40+650_40+700.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_40+650_40+700.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_40+650_40+700.laz
4027,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_40+700_40+750.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_40+700_40+750.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_40+700_40+750.laz
4028,valid,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_40+750_40+800.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_40+750_40+800.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_40+750_40+800.laz
4029,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_40+800_40+850.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_40+800_40+850.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_40+800_40+850.laz
4030,valid,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_40+850_40+900.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_40+850_40+900.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_40+850_40+900.laz
4031,valid,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_40+900_40+950.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_40+900_40+950.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_40+900_40+950.laz
4032,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_40+950_41+000.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_40+950_41+000.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_40+950_41+000.laz
4033,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_41+000_41+050.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_41+000_41+050.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_41+000_41+050.laz
4034,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_41+050_41+100.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_41+050_41+100.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_41+050_41+100.laz
4035,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_41+100_41+150.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_41+100_41+150.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_41+100_41+150.laz
4036,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_41+150_41+200.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_41+150_41+200.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_41+150_41+200.laz
4037,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_41+200_41+250.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_41+200_41+250.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_41+200_41+250.laz
4038,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_41+250_41+300.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_41+250_41+300.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_41+250_41+300.laz
4039,valid,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_41+300_41+350.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_41+300_41+350.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_41+300_41+350.laz
4040,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_41+350_41+400.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_41+350_41+400.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_41+350_41+400.laz
4041,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_41+400_41+450.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_41+400_41+450.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_41+400_41+450.laz
4042,test,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_41+450_41+500.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_41+450_41+500.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_41+450_41+500.laz
4043,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_41+500_41+550.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_41+500_41+550.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_41+500_41+550.laz
4044,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_41+550_41+600.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_41+550_41+600.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_41+550_41+600.laz
4045,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_41+600_41+650.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_41+600_41+650.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_41+600_41+650.laz
4046,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_41+650_41+700.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_41+650_41+700.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_41+650_41+700.laz
4047,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_41+700_41+750.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_41+700_41+750.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_41+700_41+750.laz
4048,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_41+750_41+800.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_41+750_41+800.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_41+750_41+800.laz
4049,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_41+800_41+850.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_41+800_41+850.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_41+800_41+850.laz
4050,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_41+850_41+900.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_41+850_41+900.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_41+850_41+900.laz
4051,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_41+900_41+950.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_41+900_41+950.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_41+900_41+950.laz
4052,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_41+950_42+000.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_41+950_42+000.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_41+950_42+000.laz
4053,valid,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_42+000_42+050.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_42+000_42+050.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_42+000_42+050.laz
4054,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_42+050_42+100.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_42+050_42+100.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_42+050_42+100.laz
4055,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_42+100_42+150.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_42+100_42+150.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_42+100_42+150.laz
4056,valid,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_42+150_42+200.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_42+150_42+200.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_42+150_42+200.laz
4057,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_42+200_42+250.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_42+200_42+250.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_42+200_42+250.laz
4058,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_42+250_42+300.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_42+250_42+300.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_42+250_42+300.laz
4059,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_42+300_42+350.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_42+300_42+350.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_42+300_42+350.laz
4060,test,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_42+350_42+400.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_42+350_42+400.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_42+350_42+400.laz
4061,valid,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_42+400_42+450.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_42+400_42+450.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_42+400_42+450.laz
4062,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_42+450_42+500.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_42+450_42+500.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_42+450_42+500.laz
4063,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_42+500_42+550.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_42+500_42+550.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_42+500_42+550.laz
4064,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_42+550_42+600.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_42+550_42+600.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_42+550_42+600.laz
4065,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_42+600_42+650.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_42+600_42+650.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_42+600_42+650.laz
4066,valid,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_42+650_42+700.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_42+650_42+700.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_42+650_42+700.laz
4067,test,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_42+700_42+750.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_42+700_42+750.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_42+700_42+750.laz
4068,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_42+750_42+800.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_42+750_42+800.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_42+750_42+800.laz
4069,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_42+800_42+850.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_42+800_42+850.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_42+800_42+850.laz
4070,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_42+850_42+900.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_42+850_42+900.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_42+850_42+900.laz
4071,valid,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_42+900_42+950.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_42+900_42+950.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_42+900_42+950.laz
4072,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_42+950_43+000.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_42+950_43+000.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_42+950_43+000.laz
4073,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_43+000_43+050.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_43+000_43+050.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_43+000_43+050.laz
4074,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_43+050_43+100.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_43+050_43+100.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_43+050_43+100.laz
4075,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_43+100_43+150.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_43+100_43+150.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_43+100_43+150.laz
4076,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_43+150_43+200.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_43+150_43+200.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_43+150_43+200.laz
4077,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_43+200_43+250.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_43+200_43+250.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_43+200_43+250.laz
4078,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_43+250_43+300.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_43+250_43+300.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_43+250_43+300.laz
4079,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_43+300_43+350.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_43+300_43+350.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_43+300_43+350.laz
4080,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_43+350_43+400.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_43+350_43+400.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_43+350_43+400.laz
4081,valid,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_43+400_43+450.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_43+400_43+450.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_43+400_43+450.laz
4082,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_43+450_43+500.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_43+450_43+500.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_43+450_43+500.laz
4083,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_43+500_43+550.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_43+500_43+550.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_43+500_43+550.laz
4084,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_43+550_43+600.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_43+550_43+600.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_43+550_43+600.laz
4085,train,\ACQ_295_Hazebrouck_Calais\Nuage\ACQ_295_Hazebrouck_Calais_F_43+600_43+650.laz,ACQ_295_Hazebrouck_Calais/Nuage/ACQ_295_Hazebrouck_Calais_F_43+600_43+650.laz,ACQ_295_Hazebrouck_Calais,ACQ_295_Hazebrouck_Calais_F_43+600_43+650.laz
