scan_index,split,acquisition_folder,laz_relative_path,info_relative_path,laz_filename,info_filename,size_bytes,point_count,las_version,point_data_format,x_min,y_min,z_min,x_max,y_max,z_max,gps_time_min,gps_time_max,classification_histogram
4985,train,ACQ_301_Hazebrouck_Dunkerque,data/ACQ_301_Hazebrouck_Dunkerque/cloud/ACQ_301_Hazebrouck_Dunkerque_F_35+450_35+500.laz,data/ACQ_301_Hazebrouck_Dunkerque/info/ACQ_301_Hazebrouck_Dunkerque_F_35+450_35+500_info.txt,ACQ_301_Hazebrouck_Dunkerque_F_35+450_35+500.laz,ACQ_301_Hazebrouck_Dunkerque_F_35+450_35+500_info.txt,6690125,1048299,1.2,3,1663987.094,9283963.013,40.621,1664106.348,9284109.717,52.061,27925.125430,27927.375039,"{""0"":{""count"":61999,""label"":""Unclassified""},""1"":{""count"":681500,""label"":""Ground""},""2"":{""count"":235582,""label"":""Vegetation""},""4"":{""count"":7108,""label"":""Catenary pole""},""5"":{""count"":49162,""label"":""Rail""},""7"":{""count"":12948,""label"":""Catenary wire""}}"
4986,valid,ACQ_301_Hazebrouck_Dunkerque,data/ACQ_301_Hazebrouck_Dunkerque/cloud/ACQ_301_Hazebrouck_Dunkerque_F_35+500_35+550.laz,data/ACQ_301_Hazebrouck_Dunkerque/info/ACQ_301_Hazebrouck_Dunkerque_F_35+500_35+550_info.txt,ACQ_301_Hazebrouck_Dunkerque_F_35+500_35+550.laz,ACQ_301_Hazebrouck_Dunkerque_F_35+500_35+550_info.txt,7041220,1101562,1.2,3,1664022.777,9283920.667,40.124,1664125.623,9284064.245,52.295,27927.375046,27929.620095,"{""0"":{""count"":66000,""label"":""Unclassified""},""1"":{""count"":692374,""label"":""Ground""},""2"":{""count"":280785,""label"":""Vegetation""},""4"":{""count"":1398,""label"":""Catenary pole""},""5"":{""count"":48744,""label"":""Rail""},""7"":{""count"":12261,""label"":""Catenary wire""}}"
4987,train,ACQ_301_Hazebrouck_Dunkerque,data/ACQ_301_Hazebrouck_Dunkerque/cloud/ACQ_301_Hazebrouck_Dunkerque_F_35+550_35+600.laz,data/ACQ_301_Hazebrouck_Dunkerque/info/ACQ_301_Hazebrouck_Dunkerque_F_35+550_35+600_info.txt,ACQ_301_Hazebrouck_Dunkerque_F_35+550_35+600.laz,ACQ_301_Hazebrouck_Dunkerque_F_35+550_35+600_info.txt,7077661,1097679,1.2,3,1664028.636,9283896.717,40.178,1664162.238,9284013.802,53.791,27929.620102,27931.861685,"{""0"":{""count"":76054,""label"":""Unclassified""},""1"":{""count"":708990,""label"":""Ground""},""2"":{""count"":249631,""label"":""Vegetation""},""4"":{""count"":4348,""label"":""Catenary pole""},""5"":{""count"":48047,""label"":""Rail""},""7"":{""count"":10609,""label"":""Catenary wire""}}"
4988,valid,ACQ_301_Hazebrouck_Dunkerque,data/ACQ_301_Hazebrouck_Dunkerque/cloud/ACQ_301_Hazebrouck_Dunkerque_F_35+600_35+650.laz,data/ACQ_301_Hazebrouck_Dunkerque/info/ACQ_301_Hazebrouck_Dunkerque_F_35+600_35+650_info.txt,ACQ_301_Hazebrouck_Dunkerque_F_35+600_35+650.laz,ACQ_301_Hazebrouck_Dunkerque_F_35+600_35+650_info.txt,7090299,1114528,1.2,3,1664071.049,9283826.528,39.861,1664176.115,9283971.378,53.664,27931.861695,27934.100093,"{""0"":{""count"":77042,""label"":""Unclassified""},""1"":{""count"":681006,""label"":""Ground""},""2"":{""count"":289588,""label"":""Vegetation""},""4"":{""count"":7276,""label"":""Catenary pole""},""5"":{""count"":47776,""label"":""Rail""},""7"":{""count"":11840,""label"":""Catenary wire""}}"
4989,train,ACQ_301_Hazebrouck_Dunkerque,data/ACQ_301_Hazebrouck_Dunkerque/cloud/ACQ_301_Hazebrouck_Dunkerque_F_35+650_35+700.laz,data/ACQ_301_Hazebrouck_Dunkerque/info/ACQ_301_Hazebrouck_Dunkerque_F_35+650_35+700_info.txt,ACQ_301_Hazebrouck_Dunkerque_F_35+650_35+700.laz,ACQ_301_Hazebrouck_Dunkerque_F_35+650_35+700_info.txt,6343850,1048908,1.2,3,1664071.295,9283755.301,22.747,1664185.008,9283922.651,95.041,27934.100103,27936.339826,"{""0"":{""count"":97396,""label"":""Unclassified""},""1"":{""count"":762570,""label"":""Ground""},""2"":{""count"":128855,""label"":""Vegetation""},""4"":{""count"":7303,""label"":""Catenary pole""},""5"":{""count"":36620,""label"":""Rail""},""7"":{""count"":11263,""label"":""Catenary wire""},""8"":{""count"":4901,""label"":""LCG""}}"
4990,train,ACQ_301_Hazebrouck_Dunkerque,data/ACQ_301_Hazebrouck_Dunkerque/cloud/ACQ_301_Hazebrouck_Dunkerque_F_35+700_35+750.laz,data/ACQ_301_Hazebrouck_Dunkerque/info/ACQ_301_Hazebrouck_Dunkerque_F_35+700_35+750_info.txt,ACQ_301_Hazebrouck_Dunkerque_F_35+700_35+750.laz,ACQ_301_Hazebrouck_Dunkerque_F_35+700_35+750_info.txt,6321220,1034825,1.2,3,1664042.581,9283736.099,38.230,1664208.719,9283880.012,51.462,27936.339836,27938.583356,"{""0"":{""count"":66926,""label"":""Unclassified""},""1"":{""count"":727148,""label"":""Ground""},""2"":{""count"":175245,""label"":""Vegetation""},""4"":{""count"":7080,""label"":""Catenary pole""},""5"":{""count"":46329,""label"":""Rail""},""7"":{""count"":12097,""label"":""Catenary wire""}}"
4991,train,ACQ_301_Hazebrouck_Dunkerque,data/ACQ_301_Hazebrouck_Dunkerque/cloud/ACQ_301_Hazebrouck_Dunkerque_F_35+750_35+800.laz,data/ACQ_301_Hazebrouck_Dunkerque/info/ACQ_301_Hazebrouck_Dunkerque_F_35+750_35+800_info.txt,ACQ_301_Hazebrouck_Dunkerque_F_35+750_35+800.laz,ACQ_301_Hazebrouck_Dunkerque_F_35+750_35+800_info.txt,6479627,1039545,1.2,3,1664106.243,9283692.547,37.745,1664225.686,9283857.712,54.904,27938.583361,27940.829008,"{""0"":{""count"":42695,""label"":""Unclassified""},""1"":{""count"":716001,""label"":""Ground""},""2"":{""count"":211350,""label"":""Vegetation""},""4"":{""count"":1499,""label"":""Catenary pole""},""5"":{""count"":47854,""label"":""Rail""},""7"":{""count"":20146,""label"":""Catenary wire""}}"
4992,train,ACQ_301_Hazebrouck_Dunkerque,data/ACQ_301_Hazebrouck_Dunkerque/cloud/ACQ_301_Hazebrouck_Dunkerque_F_35+800_35+850.laz,data/ACQ_301_Hazebrouck_Dunkerque/info/ACQ_301_Hazebrouck_Dunkerque_F_35+800_35+850_info.txt,ACQ_301_Hazebrouck_Dunkerque_F_35+800_35+850.laz,ACQ_301_Hazebrouck_Dunkerque_F_35+800_35+850_info.txt,6757229,1091354,1.2,3,1664124.532,9283643.339,37.512,1664239.143,9283785.136,52.127,27940.829017,27943.078075,"{""0"":{""count"":49102,""label"":""Unclassified""},""1"":{""count"":676752,""label"":""Ground""},""2"":{""count"":287565,""label"":""Vegetation""},""4"":{""count"":7584,""label"":""Catenary pole""},""5"":{""count"":47860,""label"":""Rail""},""7"":{""count"":22491,""label"":""Catenary wire""}}"
4993,train,ACQ_301_Hazebrouck_Dunkerque,data/ACQ_301_Hazebrouck_Dunkerque/cloud/ACQ_301_Hazebrouck_Dunkerque_F_35+850_35+900.laz,data/ACQ_301_Hazebrouck_Dunkerque/info/ACQ_301_Hazebrouck_Dunkerque_F_35+850_35+900_info.txt,ACQ_301_Hazebrouck_Dunkerque_F_35+850_35+900.laz,ACQ_301_Hazebrouck_Dunkerque_F_35+850_35+900_info.txt,6978863,1129862,1.2,3,1664145.388,9283605.510,37.122,1664308.828,9283720.322,50.035,27943.078085,27945.328319,"{""0"":{""count"":54559,""label"":""Unclassified""},""1"":{""count"":654006,""label"":""Ground""},""2"":{""count"":340584,""label"":""Vegetation""},""4"":{""count"":9394,""label"":""Catenary pole""},""5"":{""count"":48637,""label"":""Rail""},""7"":{""count"":22682,""label"":""Catenary wire""}}"
4994,train,ACQ_301_Hazebrouck_Dunkerque,data/ACQ_301_Hazebrouck_Dunkerque/cloud/ACQ_301_Hazebrouck_Dunkerque_F_35+900_35+950.laz,data/ACQ_301_Hazebrouck_Dunkerque/info/ACQ_301_Hazebrouck_Dunkerque_F_35+900_35+950_info.txt,ACQ_301_Hazebrouck_Dunkerque_F_35+900_35+950.laz,ACQ_301_Hazebrouck_Dunkerque_F_35+900_35+950_info.txt,7906815,1202489,1.2,3,1664159.561,9283573.985,36.110,1664295.254,9283728.476,72.476,27945.328329,27947.577200,"{""0"":{""count"":96491,""label"":""Unclassified""},""1"":{""count"":621230,""label"":""Ground""},""2"":{""count"":412401,""label"":""Vegetation""},""4"":{""count"":7471,""label"":""Catenary pole""},""5"":{""count"":48909,""label"":""Rail""},""7"":{""count"":15987,""label"":""Catenary wire""}}"
4995,valid,ACQ_301_Hazebrouck_Dunkerque,data/ACQ_301_Hazebrouck_Dunkerque/cloud/ACQ_301_Hazebrouck_Dunkerque_F_35+950_36+000.laz,data/ACQ_301_Hazebrouck_Dunkerque/info/ACQ_301_Hazebrouck_Dunkerque_F_35+950_36+000_info.txt,ACQ_301_Hazebrouck_Dunkerque_F_35+950_36+000.laz,ACQ_301_Hazebrouck_Dunkerque_F_35+950_36+000_info.txt,8115675,1237004,1.2,3,1664209.343,9283533.682,35.610,1664296.873,9283635.949,52.305,27947.577202,27949.828941,"{""0"":{""count"":80822,""label"":""Unclassified""},""1"":{""count"":617745,""label"":""Ground""},""2"":{""count"":468655,""label"":""Vegetation""},""3"":{""count"":4329,""label"":""Building""},""4"":{""count"":5188,""label"":""Catenary pole""},""5"":{""count"":50530,""label"":""Rail""},""7"":{""count"":9735,""label"":""Catenary wire""}}"
4996,train,ACQ_301_Hazebrouck_Dunkerque,data/ACQ_301_Hazebrouck_Dunkerque/cloud/ACQ_301_Hazebrouck_Dunkerque_F_36+000_36+050.laz,data/ACQ_301_Hazebrouck_Dunkerque/info/ACQ_301_Hazebrouck_Dunkerque_F_36+000_36+050_info.txt,ACQ_301_Hazebrouck_Dunkerque_F_36+000_36+050.laz,ACQ_301_Hazebrouck_Dunkerque_F_36+000_36+050_info.txt,7629980,1182300,1.2,3,1664226.709,9283486.795,34.957,1664325.190,9283603.352,51.328,27949.828944,27952.080537,"{""0"":{""count"":73668,""label"":""Unclassified""},""1"":{""count"":609754,""label"":""Ground""},""2"":{""count"":437802,""label"":""Vegetation""},""5"":{""count"":51390,""label"":""Rail""},""7"":{""count"":9686,""label"":""Catenary wire""}}"
4997,train,ACQ_301_Hazebrouck_Dunkerque,data/ACQ_301_Hazebrouck_Dunkerque/cloud/ACQ_301_Hazebrouck_Dunkerque_F_36+050_36+100.laz,data/ACQ_301_Hazebrouck_Dunkerque/info/ACQ_301_Hazebrouck_Dunkerque_F_36+050_36+100_info.txt,ACQ_301_Hazebrouck_Dunkerque_F_36+050_36+100.laz,ACQ_301_Hazebrouck_Dunkerque_F_36+050_36+100_info.txt,7548291,1174689,1.2,3,1664239.843,9283421.486,34.662,1664300.348,9283555.037,47.291,27952.080545,27954.332239,"{""0"":{""count"":72889,""label"":""Unclassified""},""1"":{""count"":623757,""label"":""Ground""},""2"":{""count"":411426,""label"":""Vegetation""},""4"":{""count"":5391,""label"":""Catenary pole""},""5"":{""count"":49177,""label"":""Rail""},""7"":{""count"":12049,""label"":""Catenary wire""}}"
4998,train,ACQ_301_Hazebrouck_Dunkerque,data/ACQ_301_Hazebrouck_Dunkerque/cloud/ACQ_301_Hazebrouck_Dunkerque_F_36+100_36+150.laz,data/ACQ_301_Hazebrouck_Dunkerque/info/ACQ_301_Hazebrouck_Dunkerque_F_36+100_36+150_info.txt,ACQ_301_Hazebrouck_Dunkerque_F_36+100_36+150.laz,ACQ_301_Hazebrouck_Dunkerque_F_36+100_36+150_info.txt,7431321,1161214,1.2,3,1664265.623,9283393.520,33.765,1664359.952,9283494.807,48.363,27954.332245,27956.583356,"{""0"":{""count"":102026,""label"":""Unclassified""},""1"":{""count"":625685,""label"":""Ground""},""2"":{""count"":365149,""label"":""Vegetation""},""4"":{""count"":5990,""label"":""Catenary pole""},""5"":{""count"":48914,""label"":""Rail""},""7"":{""count"":13450,""label"":""Catenary wire""}}"
4999,train,ACQ_301_Hazebrouck_Dunkerque,data/ACQ_301_Hazebrouck_Dunkerque/cloud/ACQ_301_Hazebrouck_Dunkerque_F_36+150_36+200.laz,data/ACQ_301_Hazebrouck_Dunkerque/info/ACQ_301_Hazebrouck_Dunkerque_F_36+150_36+200_info.txt,ACQ_301_Hazebrouck_Dunkerque_F_36+150_36+200.laz,ACQ_301_Hazebrouck_Dunkerque_F_36+150_36+200_info.txt,7629406,1189813,1.2,3,1664280.340,9283347.527,33.458,1664338.958,9283469.869,48.364,27956.583358,27958.833723,"{""0"":{""count"":104775,""label"":""Unclassified""},""1"":{""count"":611495,""label"":""Ground""},""2"":{""count"":405896,""label"":""Vegetation""},""4"":{""count"":6083,""label"":""Catenary pole""},""5"":{""count"":50001,""label"":""Rail""},""7"":{""count"":11563,""label"":""Catenary wire""}}"
5000,train,ACQ_301_Hazebrouck_Dunkerque,data/ACQ_301_Hazebrouck_Dunkerque/cloud/ACQ_301_Hazebrouck_Dunkerque_F_36+200_36+250.laz,data/ACQ_301_Hazebrouck_Dunkerque/info/ACQ_301_Hazebrouck_Dunkerque_F_36+200_36+250_info.txt,ACQ_301_Hazebrouck_Dunkerque_F_36+200_36+250.laz,ACQ_301_Hazebrouck_Dunkerque_F_36+200_36+250_info.txt,7360403,1153835,1.2,3,1664301.093,9283292.022,31.759,1664383.312,9283399.106,121.369,27958.833732,27961.083948,"{""0"":{""count"":80604,""label"":""Unclassified""},""1"":{""count"":630215,""label"":""Ground""},""2"":{""count"":378130,""label"":""Vegetation""},""4"":{""count"":5872,""label"":""Catenary pole""},""5"":{""count"":47935,""label"":""Rail""},""7"":{""count"":11079,""label"":""Catenary wire""}}"
5001,train,ACQ_301_Hazebrouck_Dunkerque,data/ACQ_301_Hazebrouck_Dunkerque/cloud/ACQ_301_Hazebrouck_Dunkerque_F_36+250_36+300.laz,data/ACQ_301_Hazebrouck_Dunkerque/info/ACQ_301_Hazebrouck_Dunkerque_F_36+250_36+300_info.txt,ACQ_301_Hazebrouck_Dunkerque_F_36+250_36+300.laz,ACQ_301_Hazebrouck_Dunkerque_F_36+250_36+300_info.txt,7160122,1135365,1.2,3,1664318.866,9283254.940,30.817,1664410.996,9283372.454,49.728,27961.083958,27963.334287,"{""0"":{""count"":80084,""label"":""Unclassified""},""1"":{""count"":634362,""label"":""Ground""},""2"":{""count"":359731,""label"":""Vegetation""},""4"":{""count"":1162,""label"":""Catenary pole""},""5"":{""count"":48941,""label"":""Rail""},""7"":{""count"":11085,""label"":""Catenary wire""}}"
5002,train,ACQ_301_Hazebrouck_Dunkerque,data/ACQ_301_Hazebrouck_Dunkerque/cloud/ACQ_301_Hazebrouck_Dunkerque_F_36+300_36+350.laz,data/ACQ_301_Hazebrouck_Dunkerque/info/ACQ_301_Hazebrouck_Dunkerque_F_36+300_36+350_info.txt,ACQ_301_Hazebrouck_Dunkerque_F_36+300_36+350.laz,ACQ_301_Hazebrouck_Dunkerque_F_36+300_36+350_info.txt,7270795,1153419,1.2,3,1664340.164,9283201.974,32.386,1664409.423,9283295.626,50.728,27963.334297,27965.585346,"{""0"":{""count"":78170,""label"":""Unclassified""},""1"":{""count"":625565,""label"":""Ground""},""2"":{""count"":383904,""label"":""Vegetation""},""4"":{""count"":4603,""label"":""Catenary pole""},""5"":{""count"":48797,""label"":""Rail""},""7"":{""count"":12380,""label"":""Catenary wire""}}"
5003,train,ACQ_301_Hazebrouck_Dunkerque,data/ACQ_301_Hazebrouck_Dunkerque/cloud/ACQ_301_Hazebrouck_Dunkerque_F_36+350_36+400.laz,data/ACQ_301_Hazebrouck_Dunkerque/info/ACQ_301_Hazebrouck_Dunkerque_F_36+350_36+400_info.txt,ACQ_301_Hazebrouck_Dunkerque_F_36+350_36+400.laz,ACQ_301_Hazebrouck_Dunkerque_F_36+350_36+400_info.txt,7749046,1193575,1.2,3,1664357.743,9283155.646,28.866,1664478.018,9283243.974,121.351,27965.585356,27967.836093,"{""0"":{""count"":127253,""label"":""Unclassified""},""1"":{""count"":653085,""label"":""Ground""},""2"":{""count"":341162,""label"":""Vegetation""},""4"":{""count"":6889,""label"":""Catenary pole""},""5"":{""count"":49666,""label"":""Rail""},""7"":{""count"":15520,""label"":""Catenary wire""}}"
5004,valid,ACQ_301_Hazebrouck_Dunkerque,data/ACQ_301_Hazebrouck_Dunkerque/cloud/ACQ_301_Hazebrouck_Dunkerque_F_36+400_36+450.laz,data/ACQ_301_Hazebrouck_Dunkerque/info/ACQ_301_Hazebrouck_Dunkerque_F_36+400_36+450_info.txt,ACQ_301_Hazebrouck_Dunkerque_F_36+400_36+450.laz,ACQ_301_Hazebrouck_Dunkerque_F_36+400_36+450_info.txt,8302980,1280223,1.2,3,1664372.943,9283114.490,31.426,1664441.114,9283221.913,52.685,27967.836095,27970.086851,"{""0"":{""count"":117454,""label"":""Unclassified""},""1"":{""count"":638551,""label"":""Ground""},""2"":{""count"":453777,""label"":""Vegetation""},""4"":{""count"":6527,""label"":""Catenary pole""},""5"":{""count"":48744,""label"":""Rail""},""7"":{""count"":15170,""label"":""Catenary wire""}}"
5005,train,ACQ_301_Hazebrouck_Dunkerque,data/ACQ_301_Hazebrouck_Dunkerque/cloud/ACQ_301_Hazebrouck_Dunkerque_F_36+450_36+500.laz,data/ACQ_301_Hazebrouck_Dunkerque/info/ACQ_301_Hazebrouck_Dunkerque_F_36+450_36+500_info.txt,ACQ_301_Hazebrouck_Dunkerque_F_36+450_36+500.laz,ACQ_301_Hazebrouck_Dunkerque_F_36+450_36+500_info.txt,7829639,1229367,1.2,3,1664378.082,9282996.449,29.548,1664493.113,9283156.280,79.151,27970.086856,27972.338482,"{""0"":{""count"":108751,""label"":""Unclassified""},""1"":{""count"":639901,""label"":""Ground""},""2"":{""count"":408063,""label"":""Vegetation""},""3"":{""count"":3474,""label"":""Building""},""4"":{""count"":6195,""label"":""Catenary pole""},""5"":{""count"":48466,""label"":""Rail""},""7"":{""count"":14517,""label"":""Catenary wire""}}"
5006,test,ACQ_301_Hazebrouck_Dunkerque,data/ACQ_301_Hazebrouck_Dunkerque/cloud/ACQ_301_Hazebrouck_Dunkerque_F_36+500_36+550.laz,data/ACQ_301_Hazebrouck_Dunkerque/info/ACQ_301_Hazebrouck_Dunkerque_F_36+500_36+550_info.txt,ACQ_301_Hazebrouck_Dunkerque_F_36+500_36+550.laz,ACQ_301_Hazebrouck_Dunkerque_F_36+500_36+550_info.txt,6925955,1075715,1.2,3,1664382.810,9283006.302,27.793,1664526.517,9283130.258,74.367,27972.338489,27974.592484,"{""0"":{""count"":123058,""label"":""Unclassified""},""1"":{""count"":606695,""label"":""Ground""},""2"":{""count"":288332,""label"":""Vegetation""},""5"":{""count"":49391,""label"":""Rail""},""7"":{""count"":8239,""label"":""Catenary wire""}}"
5007,train,ACQ_301_Hazebrouck_Dunkerque,data/ACQ_301_Hazebrouck_Dunkerque/cloud/ACQ_301_Hazebrouck_Dunkerque_F_36+550_36+600.laz,data/ACQ_301_Hazebrouck_Dunkerque/info/ACQ_301_Hazebrouck_Dunkerque_F_36+550_36+600_info.txt,ACQ_301_Hazebrouck_Dunkerque_F_36+550_36+600.laz,ACQ_301_Hazebrouck_Dunkerque_F_36+550_36+600_info.txt,8177681,1296076,1.2,3,1664427.079,9282966.147,30.998,1664507.209,9283125.632,67.770,27974.592494,27976.846542,"{""0"":{""count"":96402,""label"":""Unclassified""},""1"":{""count"":645822,""label"":""Ground""},""2"":{""count"":489894,""label"":""Vegetation""},""4"":{""count"":5187,""label"":""Catenary pole""},""5"":{""count"":48016,""label"":""Rail""},""7"":{""count"":10755,""label"":""Catenary wire""}}"
5008,train,ACQ_301_Hazebrouck_Dunkerque,data/ACQ_301_Hazebrouck_Dunkerque/cloud/ACQ_301_Hazebrouck_Dunkerque_F_36+600_36+650.laz,data/ACQ_301_Hazebrouck_Dunkerque/info/ACQ_301_Hazebrouck_Dunkerque_F_36+600_36+650_info.txt,ACQ_301_Hazebrouck_Dunkerque_F_36+600_36+650.laz,ACQ_301_Hazebrouck_Dunkerque_F_36+600_36+650_info.txt,8548305,1341534,1.2,3,1664447.564,9282927.622,32.298,1664521.311,9283015.368,53.315,27976.846549,27979.104631,"{""0"":{""count"":128671,""label"":""Unclassified""},""1"":{""count"":652665,""label"":""Ground""},""2"":{""count"":494107,""label"":""Vegetation""},""4"":{""count"":6424,""label"":""Catenary pole""},""5"":{""count"":49653,""label"":""Rail""},""7"":{""count"":10014,""label"":""Catenary wire""}}"
5009,valid,ACQ_301_Hazebrouck_Dunkerque,data/ACQ_301_Hazebrouck_Dunkerque/cloud/ACQ_301_Hazebrouck_Dunkerque_F_36+650_36+700.laz,data/ACQ_301_Hazebrouck_Dunkerque/info/ACQ_301_Hazebrouck_Dunkerque_F_36+650_36+700_info.txt,ACQ_301_Hazebrouck_Dunkerque_F_36+650_36+700.laz,ACQ_301_Hazebrouck_Dunkerque_F_36+650_36+700_info.txt,8581203,1330399,1.2,3,1664461.071,9282879.986,29.976,1664529.459,9282974.006,50.369,27979.104641,27981.363740,"{""0"":{""count"":152792,""label"":""Unclassified""},""1"":{""count"":638164,""label"":""Ground""},""2"":{""count"":472351,""label"":""Vegetation""},""4"":{""count"":6333,""label"":""Catenary pole""},""5"":{""count"":49862,""label"":""Rail""},""7"":{""count"":10897,""label"":""Catenary wire""}}"
5010,train,ACQ_301_Hazebrouck_Dunkerque,data/ACQ_301_Hazebrouck_Dunkerque/cloud/ACQ_301_Hazebrouck_Dunkerque_F_36+700_36+750.laz,data/ACQ_301_Hazebrouck_Dunkerque/info/ACQ_301_Hazebrouck_Dunkerque_F_36+700_36+750_info.txt,ACQ_301_Hazebrouck_Dunkerque_F_36+700_36+750.laz,ACQ_301_Hazebrouck_Dunkerque_F_36+700_36+750_info.txt,8151423,1277761,1.2,3,1664482.187,9282834.586,31.609,1664547.924,9282922.510,48.769,27981.363750,27983.625749,"{""0"":{""count"":137162,""label"":""Unclassified""},""1"":{""count"":636456,""label"":""Ground""},""2"":{""count"":437844,""label"":""Vegetation""},""4"":{""count"":5550,""label"":""Catenary pole""},""5"":{""count"":49347,""label"":""Rail""},""7"":{""count"":11402,""label"":""Catenary wire""}}"
5011,valid,ACQ_301_Hazebrouck_Dunkerque,data/ACQ_301_Hazebrouck_Dunkerque/cloud/ACQ_301_Hazebrouck_Dunkerque_F_36+750_36+800.laz,data/ACQ_301_Hazebrouck_Dunkerque/info/ACQ_301_Hazebrouck_Dunkerque_F_36+750_36+800_info.txt,ACQ_301_Hazebrouck_Dunkerque_F_36+750_36+800.laz,ACQ_301_Hazebrouck_Dunkerque_F_36+750_36+800_info.txt,7736799,1222160,1.2,3,1664508.772,9282738.082,32.300,1664561.459,9282878.785,46.134,27983.625757,27985.890125,"{""0"":{""count"":143848,""label"":""Unclassified""},""1"":{""count"":645529,""label"":""Ground""},""2"":{""count"":372953,""label"":""Vegetation""},""4"":{""count"":572,""label"":""Catenary pole""},""5"":{""count"":47830,""label"":""Rail""},""7"":{""count"":11428,""label"":""Catenary wire""}}"
5012,train,ACQ_301_Hazebrouck_Dunkerque,data/ACQ_301_Hazebrouck_Dunkerque/cloud/ACQ_301_Hazebrouck_Dunkerque_F_36+800_36+850.laz,data/ACQ_301_Hazebrouck_Dunkerque/info/ACQ_301_Hazebrouck_Dunkerque_F_36+800_36+850_info.txt,ACQ_301_Hazebrouck_Dunkerque_F_36+800_36+850.laz,ACQ_301_Hazebrouck_Dunkerque_F_36+800_36+850_info.txt,7697595,1205798,1.2,3,1664497.901,9282710.958,31.760,1664583.371,9282825.010,53.025,27985.890135,27988.157462,"{""0"":{""count"":92290,""label"":""Unclassified""},""1"":{""count"":630037,""label"":""Ground""},""2"":{""count"":416754,""label"":""Vegetation""},""4"":{""count"":6020,""label"":""Catenary pole""},""5"":{""count"":47928,""label"":""Rail""},""7"":{""count"":12769,""label"":""Catenary wire""}}"
5013,train,ACQ_301_Hazebrouck_Dunkerque,data/ACQ_301_Hazebrouck_Dunkerque/cloud/ACQ_301_Hazebrouck_Dunkerque_F_36+850_36+900.laz,data/ACQ_301_Hazebrouck_Dunkerque/info/ACQ_301_Hazebrouck_Dunkerque_F_36+850_36+900_info.txt,ACQ_301_Hazebrouck_Dunkerque_F_36+850_36+900.laz,ACQ_301_Hazebrouck_Dunkerque_F_36+850_36+900_info.txt,7147018,1113635,1.2,3,1664515.139,9282668.147,31.745,1664672.366,9282825.075,56.796,27988.157471,27990.431411,"{""0"":{""count"":70210,""label"":""Unclassified""},""1"":{""count"":649438,""label"":""Ground""},""2"":{""count"":326056,""label"":""Vegetation""},""4"":{""count"":6642,""label"":""Catenary pole""},""5"":{""count"":48448,""label"":""Rail""},""7"":{""count"":12841,""label"":""Catenary wire""}}"
5014,train,ACQ_301_Hazebrouck_Dunkerque,data/ACQ_301_Hazebrouck_Dunkerque/cloud/ACQ_301_Hazebrouck_Dunkerque_F_36+900_36+950.laz,data/ACQ_301_Hazebrouck_Dunkerque/info/ACQ_301_Hazebrouck_Dunkerque_F_36+900_36+950_info.txt,ACQ_301_Hazebrouck_Dunkerque_F_36+900_36+950.laz,ACQ_301_Hazebrouck_Dunkerque_F_36+900_36+950_info.txt,6608132,1039760,1.2,3,1664509.547,9282636.006,31.764,1664695.490,9282770.378,48.658,27990.431421,27992.711854,"{""0"":{""count"":79593,""label"":""Unclassified""},""1"":{""count"":656359,""label"":""Ground""},""2"":{""count"":239031,""label"":""Vegetation""},""4"":{""count"":6749,""label"":""Catenary pole""},""5"":{""count"":46784,""label"":""Rail""},""7"":{""count"":11244,""label"":""Catenary wire""}}"
5015,train,ACQ_301_Hazebrouck_Dunkerque,data/ACQ_301_Hazebrouck_Dunkerque/cloud/ACQ_301_Hazebrouck_Dunkerque_F_36+950_37+000.laz,data/ACQ_301_Hazebrouck_Dunkerque/info/ACQ_301_Hazebrouck_Dunkerque_F_36+950_37+000_info.txt,ACQ_301_Hazebrouck_Dunkerque_F_36+950_37+000.laz,ACQ_301_Hazebrouck_Dunkerque_F_36+950_37+000_info.txt,6643579,1055676,1.2,3,1664540.915,9282538.441,31.686,1664694.150,9282747.105,76.482,27992.711864,27995.001516,"{""0"":{""count"":51235,""label"":""Unclassified""},""1"":{""count"":747697,""label"":""Ground""},""2"":{""count"":177887,""label"":""Vegetation""},""4"":{""count"":6788,""label"":""Catenary pole""},""5"":{""count"":48994,""label"":""Rail""},""7"":{""count"":23075,""label"":""Catenary wire""}}"
5016,train,ACQ_301_Hazebrouck_Dunkerque,data/ACQ_301_Hazebrouck_Dunkerque/cloud/ACQ_301_Hazebrouck_Dunkerque_F_37+000_37+050.laz,data/ACQ_301_Hazebrouck_Dunkerque/info/ACQ_301_Hazebrouck_Dunkerque_F_37+000_37+050_info.txt,ACQ_301_Hazebrouck_Dunkerque_F_37+000_37+050.laz,ACQ_301_Hazebrouck_Dunkerque_F_37+000_37+050_info.txt,6641926,1043832,1.2,3,1664583.579,9282537.746,32.414,1664712.702,9282708.696,125.942,27995.001803,27997.301129,"{""0"":{""count"":50140,""label"":""Unclassified""},""1"":{""count"":759507,""label"":""Ground""},""2"":{""count"":161794,""label"":""Vegetation""},""4"":{""count"":1636,""label"":""Catenary pole""},""5"":{""count"":48830,""label"":""Rail""},""7"":{""count"":21925,""label"":""Catenary wire""}}"
